product_id,views,purchases,conversion_rate
26205522,1,1,100
3300527,1,1,100
17300503,1,1,100
45600819,1,0,0
26205267,1,0,0
12719482,1,1,100
28717958,1,1,100
26200635,1,1,100
26403293,1,1,100
42600177,1,1,100
17300953,1,1,100
2900556,1,1,100
26600036,1,1,100
12201767,1,1,100
28712328,1,1,100
24100429,1,0,0
26205066,1,0,0
6700774,1,0,0
7300438,1,1,100
3800051,1,1,100
25600078,1,1,100
3900221,1,1,100
26023730,1,0,0
5300881,1,1,100
32601218,1,0,0
12718070,1,1,100
17601964,1,1,100
22700440,1,1,100
8800843,1,1,100
7005952,1,1,100
2402492,1,0,0
31501139,1,1,100
26014850,1,1,100
5301164,1,1,100
26600134,1,1,100
12500242,1,1,100
12719735,1,1,100
6600950,1,1,100
26203297,1,1,100
15901529,1,1,100
5100748,1,1,100
27700660,1,1,100
5100867,1,1,100
22700094,1,1,100
11200260,1,1,100
1201458,1,1,100
6200080,1,1,100
30100018,1,1,100
31300097,1,0,0
11400735,1,0,0
15901232,1,0,0
25100006,1,1,100
26024638,1,0,0
10201797,1,1,100
18900028,1,1,100
12300993,1,0,0
26400662,1,1,100
26017474,1,0,0
5800731,1,1,100
12716841,1,1,100
26203387,1,1,100
4700572,1,1,100
35103888,1,0,0
12712741,1,0,0
13500091,1,0,0
1801747,1,1,100
12720607,1,1,100
12716632,1,0,0
12000250,1,1,100
21408243,1,1,100
1005199,1,1,100
34200043,1,1,100
28718917,1,1,100
26024762,1,0,0
10701010,1,0,0
6501115,1,1,100
17301698,1,1,100
3701089,1,1,100
26017854,1,1,100
2300055,1,0,0
2502275,1,1,100
3200022,1,1,100
2501393,1,1,100
26020811,1,0,0
2501385,1,1,100
17302223,1,1,100
12702977,1,0,0
9700205,1,1,100
11400498,1,1,100
31501023,1,0,0
12705210,1,1,100
28715466,1,1,100
8200341,1,1,100
17300934,1,1,100
44600022,1,1,100
7900244,1,1,100
3100623,1,1,100
12700696,1,1,100
24700125,1,1,100
1005084,1,1,100
12712908,1,1,100
5400710,1,1,100
9000121,1,1,100
2900673,1,0,0
15100416,1,0,0
13103551,1,0,0
1701296,1,0,0
28100122,1,0,0
16600240,1,1,100
2700822,1,0,0
1306865,1,0,0
17300602,1,0,0
30900188,1,0,0
13200617,1,0,0
17302950,1,1,100
9001276,1,1,100
1306561,1,1,100
45601806,1,0,0
17700773,1,0,0
12718892,1,0,0
6902276,1,0,0
26402936,1,1,100
1306266,1,1,100
12704032,1,1,100
26204718,1,0,0
19500127,1,1,100
13700223,1,1,100
43600012,1,1,100
27100002,1,1,100
6701110,1,1,100
15500203,1,1,100
3800736,1,1,100
34600151,1,0,0
36600105,1,0,0
25503902,1,0,0
28719133,1,1,100
6600177,1,1,100
12719778,1,1,100
32401188,1,0,0
28716098,1,1,100
16700143,1,1,100
34200035,1,1,100
19400038,1,0,0
12712784,1,1,100
9002348,1,0,0
25501365,1,0,0
7202947,1,0,0
26203975,1,1,100
13400568,1,1,100
7203603,1,0,0
35200204,1,0,0
19700026,1,0,0
17601008,1,0,0
5800699,1,1,100
5900113,1,1,100
2602039,1,1,100
4100259,1,1,100
27700044,1,1,100
22500122,1,1,100
1801706,1,1,100
40800037,1,1,100
27201355,1,1,100
53300018,1,1,100
28708786,1,0,0
10500985,1,0,0
19700063,1,0,0
12500567,1,0,0
13300271,1,0,0
12202025,1,0,0
6701015,1,0,0
12201698,1,0,0
2402964,1,1,100
5800739,1,1,100
28717615,1,1,100
28721300,1,1,100
21404386,1,1,100
12711475,1,1,100
47000087,1,0,0
29501784,1,0,0
26600520,1,0,0
31000211,1,1,100
3700957,1,1,100
3800463,1,1,100
18001503,1,1,100
4400573,1,1,100
26027335,1,1,100
28719272,1,1,100
26601509,1,0,0
9200076,1,0,0
44300079,1,1,100
25400300,1,1,100
6000283,1,1,100
16000590,1,1,100
2402185,1,1,100
1201386,1,1,100
12900996,1,0,0
12000036,1,1,100
26022915,1,1,100
27701193,1,1,100
26204450,1,1,100
9100189,1,1,100
27800079,1,1,100
12703551,1,1,100
9200424,1,1,100
1306394,1,1,100
9600150,1,1,100
7203486,1,1,100
32401798,1,1,100
5800690,1,1,100
17302246,1,1,100
12716168,1,1,100
1600600,1,1,100
18001501,1,1,100
12000132,1,1,100
16700960,1,1,100
26800026,1,1,100
17400129,1,1,100
12703258,1,1,100
16001208,1,0,0
21411312,1,0,0
6902174,1,1,100
28710655,1,0,0
3701332,1,0,0
40400032,1,0,0
6701195,1,1,100
20500376,1,1,100
26300479,1,1,100
23700183,1,1,100
4000220,1,1,100
1005030,1,1,100
29502506,1,1,100
4801754,1,0,0
2502242,1,1,100
6201332,1,0,0
13105343,1,1,100
4300247,1,1,100
14300373,1,1,100
28719161,1,1,100
4804426,1,1,100
35104626,1,0,0
28718597,1,1,100
26204453,1,1,100
26001575,1,1,100
13000060,1,0,0
45600927,1,0,0
4201199,1,1,100
16200107,1,1,100
15902148,1,0,0
4700719,1,1,100
39600002,1,1,100
6300387,1,0,0
1480190,1,0,0
15201094,1,1,100
28101108,1,1,100
30700003,1,1,100
1480760,1,1,100
26021585,1,0,0
26400804,1,0,0
12900589,1,0,0
1801946,1,0,0
32400872,1,1,100
44600021,1,1,100
28718778,1,1,100
12719555,1,1,100
12711500,1,1,100
19000286,1,1,100
37700064,1,0,0
3901101,1,0,0
15900112,1,1,100
10502808,1,1,100
2702414,1,1,100
6302021,1,0,0
12701305,1,1,100
7900932,1,1,100
2601820,1,1,100
3200433,1,1,100
1306324,1,1,100
4802554,1,0,0
35100475,1,0,0
17800730,1,0,0
19600158,1,0,0
14701183,1,0,0
28716129,1,0,0
17301101,1,0,0
1701276,1,0,0
29501511,1,1,100
3000106,1,1,100
2700752,1,1,100
6301712,1,1,100
17600342,1,0,0
26202634,1,1,100
28704471,1,1,100
12700216,1,1,100
3701513,1,1,100
21405368,1,1,100
1802053,1,1,100
22700607,1,1,100
28400343,1,1,100
29501999,1,1,100
49900077,1,0,0
9100551,1,1,100
44600085,1,1,100
12100896,1,0,0
21402061,1,1,100
12720594,1,1,100
17700627,1,0,0
29502183,1,1,100
26010235,1,0,0
5500243,1,1,100
28704769,1,0,0
8901929,1,0,0
30100101,1,1,100
17601130,1,1,100
37200231,1,1,100
26027375,1,1,100
40600053,1,1,100
4700708,1,1,100
8901278,1,0,0
1002524,1,1,100
3600835,1,1,100
4502339,1,1,100
9500031,1,1,100
29501795,1,1,100
2800533,1,1,100
6900716,1,1,100
8800990,1,1,100
25503442,1,0,0
25700533,1,0,0
26024855,1,0,0
27701112,1,0,0
26203033,1,0,0
30900395,1,0,0
23500001,1,0,0
21402131,1,1,100
1701045,1,0,0
1600595,1,1,100
47100005,1,1,100
30000120,1,1,100
38900030,1,1,100
34500092,1,1,100
8801096,1,1,100
17300432,1,1,100
43200087,1,0,0
30900488,1,0,0
17301664,1,1,100
6800901,1,1,100
9002813,1,0,0
21000092,1,0,0
11100149,1,1,100
28717346,1,1,100
3601020,1,1,100
18000132,1,1,100
41100001,1,1,100
6801269,1,1,100
1003870,1,1,100
34700034,1,1,100
26010523,1,0,0
28600032,1,1,100
5800630,1,1,100
26500149,1,1,100
24700502,1,1,100
28718229,1,1,100
12703762,1,1,100
12201664,1,1,100
40600124,1,1,100
26403713,1,1,100
26005448,1,0,0
26201998,1,1,100
26601630,1,1,100
12702094,1,1,100
16100711,1,1,100
5500328,1,1,100
12202200,1,1,100
28715664,1,1,100
3601567,1,0,0
13900908,1,1,100
30901110,1,1,100
2500825,1,1,100
26204292,1,1,100
19100352,1,1,100
28707358,1,0,0
9100735,1,1,100
8700025,1,1,100
6200927,1,1,100
9100033,1,1,100
12708748,1,1,100
13200007,1,1,100
28400773,1,1,100
12718999,1,0,0
16000779,1,0,0
14700604,1,1,100
5100384,1,0,0
2700287,1,1,100
1700377,1,0,0
23301417,1,0,0
17601212,1,0,0
21404181,1,0,0
7201773,1,1,100
22600016,1,1,100
17500486,1,1,100
23301599,1,0,0
21403864,1,0,0
1306977,1,0,0
5500041,1,1,100
14700696,1,1,100
28100591,1,1,100
8900652,1,1,100
18400249,1,1,100
25700129,1,1,100
12709182,1,1,100
12719016,1,1,100
3601455,1,1,100
25509137,1,0,0
17500044,1,0,0
12717939,1,1,100
6801243,1,1,100
13300730,1,1,100
21408532,1,1,100
4802362,1,1,100
3900446,1,1,100
12708651,1,0,0
18200033,1,1,100
12706827,1,0,0
25508891,1,0,0
25508462,1,0,0
25000176,1,1,100
29501889,1,1,100
12700381,1,1,100
28720593,1,1,100
40500162,1,1,100
23300531,1,0,0
7900624,1,1,100
26300138,1,0,0
21405978,1,1,100
12720035,1,1,100
18000134,1,1,100
5100792,1,1,100
26002536,1,1,100
21408343,1,1,100
23700007,1,1,100
1307336,1,1,100
3600456,1,1,100
3700937,1,1,100
32701093,1,0,0
1306138,1,0,0
17301051,1,0,0
2900087,1,1,100
10400741,1,0,0
21408162,1,0,0
21402863,1,0,0
4100361,1,0,0
32401821,1,0,0
9700355,1,1,100
13901832,1,0,0
45000075,1,0,0
12800005,1,1,100
21402652,1,1,100
12709565,1,1,100
4803804,1,1,100
2601561,1,1,100
57100081,1,0,0
21401513,1,0,0
26023997,1,1,100
6902789,1,1,100
8902235,1,1,100
25600258,1,1,100
25504104,1,0,0
6500877,1,1,100
7600525,1,1,100
4802038,1,1,100
17500651,1,0,0
17301071,1,1,100
15200960,1,1,100
2701368,1,1,100
2401436,1,1,100
26005707,1,0,0
17601046,1,0,0
17500562,1,1,100
26205067,1,1,100
3701150,1,1,100
26403353,1,1,100
18000988,1,0,0
26601422,1,1,100
24300497,1,0,0
21403332,1,1,100
13400403,1,1,100
25509666,1,0,0
26025823,1,1,100
4400353,1,0,0
12000009,1,1,100
15700034,1,1,100
12711992,1,1,100
4500861,1,0,0
12100605,1,1,100
5301470,1,1,100
2501244,1,1,100
16000760,1,1,100
3600849,1,1,100
1004810,1,1,100
42600065,1,1,100
3100637,1,1,100
27200109,1,0,0
12300970,1,0,0
25510124,1,0,0
2702235,1,0,0
9200465,1,0,0
14701383,1,0,0
23700208,1,0,0
13300410,1,1,100
22700693,1,1,100
11500341,1,1,100
2601847,1,0,0
21403192,1,0,0
24000044,1,1,100
17800105,1,0,0
29900073,1,1,100
12714967,1,1,100
12703529,1,1,100
8000099,1,1,100
26027104,1,1,100
21410491,1,1,100
22500108,1,0,0
17500878,1,1,100
26203734,1,1,100
25501084,1,0,0
28717265,1,0,0
3701370,1,1,100
28100325,1,1,100
2300304,1,1,100
6000230,1,1,100
2701415,1,1,100
25503584,1,0,0
28101700,1,1,100
28401179,1,1,100
12701822,1,0,0
6301868,1,1,100
3700301,1,1,100
9800539,1,1,100
21406639,1,1,100
26404622,1,1,100
32400497,1,1,100
10503825,1,1,100
29502875,1,1,100
5300916,1,1,100
26023988,1,0,0
3900356,1,1,100
1003934,1,1,100
55600013,1,1,100
12700204,1,1,100
1201296,1,1,100
29501943,1,1,100
2701672,1,1,100
7300527,1,1,100
5000629,1,0,0
44300074,1,1,100
6900275,1,1,100
14701165,1,0,0
24900218,1,0,0
13903425,1,0,0
19300086,1,1,100
21405958,1,0,0
5100521,1,1,100
15300374,1,0,0
1307203,1,0,0
29500438,1,0,0
35101332,1,0,0
1801730,1,0,0
5800508,1,1,100
28714298,1,1,100
26200609,1,1,100
12702789,1,1,100
28300299,1,1,100
3100161,1,1,100
12717532,1,1,100
55700110,1,0,0
5400779,1,1,100
17400191,1,0,0
28721822,1,0,0
26202152,1,0,0
28719175,1,1,100
3100701,1,1,100
5300858,1,1,100
4600004,1,0,0
29501627,1,1,100
43600029,1,1,100
1307285,1,1,100
7003566,1,1,100
28100928,1,1,100
13104920,1,0,0
5800864,1,1,100
6902971,1,0,0
6301050,1,1,100
26019357,1,1,100
30901165,1,1,100
26204396,1,0,0
19001457,1,1,100
26021262,1,1,100
44500036,1,1,100
11000179,1,1,100
28721518,1,1,100
45601591,1,1,100
12712932,1,1,100
1304766,1,0,0
12712348,1,1,100
9000188,1,1,100
1306183,1,1,100
4900106,1,1,100
5400712,1,1,100
12703376,1,1,100
21411354,1,1,100
12711624,1,1,100
26005012,1,0,0
12701103,1,1,100
4801629,1,1,100
1004489,1,1,100
3700861,1,1,100
1306873,1,0,0
12702837,1,0,0
28719467,1,1,100
13104247,1,0,0
42000013,1,1,100
45600257,1,1,100
16700049,1,1,100
3000095,1,1,100
10502798,1,1,100
28716483,1,1,100
13800026,1,0,0
5100891,1,1,100
17600074,1,0,0
28721465,1,1,100
26300424,1,1,100
26006210,1,1,100
12800009,1,0,0
15901722,1,1,100
5100896,1,1,100
32900151,1,1,100
2402237,1,1,100
14702002,1,0,0
7300132,1,1,100
17700763,1,1,100
35102447,1,0,0
19001674,1,0,0
9200516,1,1,100
26000497,1,1,100
7006170,1,1,100
21410456,1,1,100
28101390,1,1,100
9700209,1,0,0
12202474,1,1,100
9900126,1,1,100
52900195,1,0,0
9002797,1,0,0
1005074,1,1,100
1004723,1,1,100
7900921,1,1,100
26300713,1,1,100
17900063,1,0,0
31500231,1,1,100
12709442,1,1,100
1306661,1,1,100
26400230,1,1,100
1306208,1,1,100
1801507,1,1,100
15700035,1,1,100
17300249,1,1,100
1500208,1,1,100
6200242,1,1,100
3100824,1,0,0
4802948,1,1,100
45200014,1,0,0
12709285,1,0,0
13101016,1,1,100
7203468,1,0,0
12711910,1,1,100
12709503,1,1,100
2300300,1,0,0
47200168,1,0,0
50500208,1,0,0
7101467,1,1,100
2200763,1,1,100
17301080,1,1,100
10301873,1,0,0
26400275,1,1,100
9400069,1,1,100
9101586,1,0,0
38100306,1,0,0
12715664,1,0,0
39900025,1,1,100
24300153,1,1,100
26021509,1,0,0
38300032,1,1,100
7006267,1,1,100
26700033,1,1,100
26010833,1,0,0
13300777,1,1,100
21405806,1,1,100
2800520,1,1,100
38300006,1,1,100
6902202,1,1,100
16800307,1,1,100
9100261,1,0,0
10500479,1,0,0
2402372,1,0,0
4803391,1,1,100
21700003,1,1,100
5100619,1,1,100
3601048,1,1,100
2600884,1,1,100
12700582,1,1,100
12701954,1,1,100
4500002,1,1,100
1307161,1,1,100
12709420,1,1,100
4803968,1,0,0
21407668,1,0,0
21407612,1,0,0
14700805,1,0,0
6000231,1,1,100
6701106,1,0,0
1700580,1,0,0
11100327,1,1,100
36600085,1,1,100
35108879,1,0,0
51200014,1,0,0
4900338,1,0,0
15200584,1,1,100
14200313,1,1,100
11500014,1,1,100
12705892,1,0,0
27201870,1,0,0
21402661,1,1,100
28721305,1,1,100
2700226,1,1,100
3200589,1,1,100
20700172,1,0,0
2401833,1,1,100
26405001,1,1,100
11400699,1,1,100
28718990,1,1,100
4000168,1,0,0
21409391,1,0,0
13104941,1,1,100
21401009,1,0,0
10504066,1,0,0
24700342,1,0,0
25507563,1,0,0
28101067,1,0,0
5400830,1,0,0
29502724,1,1,100
28400723,1,1,100
1600631,1,1,100
13104479,1,1,100
5000365,1,1,100
26404304,1,0,0
12708848,1,1,100
14300311,1,0,0
26600109,1,1,100
12707537,1,1,100
12700825,1,1,100
13800557,1,1,100
30000019,1,1,100
12720513,1,1,100
15900580,1,1,100
22700450,1,1,100
5500283,1,1,100
3200275,1,1,100
12714943,1,1,100
26402321,1,1,100
13400482,1,0,0
12708355,1,0,0
12718809,1,1,100
27600352,1,0,0
14700004,1,1,100
20100302,1,1,100
7005985,1,1,100
12709581,1,1,100
12712898,1,1,100
9002360,1,1,100
1004829,1,1,100
1801919,1,1,100
3701282,1,1,100
21401587,1,0,0
10101411,1,0,0
17601908,1,0,0
27600454,1,0,0
28102769,1,0,0
11500323,1,1,100
28715223,1,1,100
16600265,1,1,100
28719545,1,1,100
30100031,1,1,100
1500371,1,1,100
12708659,1,0,0
6902465,1,0,0
26200658,1,1,100
4804220,1,1,100
35108749,1,0,0
18900114,1,1,100
44300048,1,1,100
6200518,1,1,100
13105151,1,1,100
14200405,1,1,100
47300215,1,0,0
17000087,1,1,100
17601111,1,1,100
28101605,1,1,100
12706249,1,1,100
14700359,1,1,100
9002739,1,1,100
25501087,1,0,0
28719646,1,1,100
17302696,1,1,100
5100650,1,1,100
21000032,1,1,100
44800175,1,1,100
10400020,1,1,100
28717938,1,0,0
19500129,1,0,0
12711949,1,1,100
14700139,1,1,100
12400167,1,1,100
28716631,1,1,100
21405794,1,1,100
12719867,1,1,100
8500131,1,1,100
3300468,1,1,100
26000389,1,1,100
14300277,1,0,0
1307229,1,1,100
51200024,1,0,0
12707906,1,0,0
51000018,1,0,0
26205473,1,1,100
46900035,1,0,0
10100004,1,0,0
18300142,1,0,0
28101601,1,1,100
21409879,1,0,0
1701512,1,1,100
9300056,1,1,100
6701243,1,1,100
1802003,1,1,100
13101488,1,1,100
12710846,1,1,100
18300291,1,0,0
12704246,1,0,0
12800869,1,0,0
30900321,1,0,0
45300092,1,1,100
26203401,1,1,100
4000229,1,1,100
6902468,1,1,100
17300401,1,1,100
8500327,1,1,100
5701122,1,1,100
3200587,1,1,100
26601605,1,1,100
6300886,1,1,100
3600929,1,1,100
26400175,1,1,100
27800193,1,1,100
7002275,1,1,100
13900505,1,0,0
26024227,1,1,100
1306071,1,1,100
2702068,1,1,100
10502887,1,0,0
28718177,1,1,100
26026457,1,0,0
10101174,1,0,0
26022441,1,1,100
13200096,1,1,100
4502034,1,0,0
26018083,1,1,100
3100311,1,1,100
34800410,1,1,100
31700041,1,0,0
3700784,1,0,0
9000181,1,1,100
13300661,1,0,0
34700013,1,1,100
11600160,1,1,100
27900058,1,1,100
43600057,1,1,100
12701293,1,1,100
13104059,1,1,100
8800517,1,1,100
5701262,1,1,100
16000965,1,1,100
18300918,1,1,100
30000142,1,0,0
3601570,1,0,0
26201683,1,0,0
8700227,1,1,100
32401280,1,0,0
22500107,1,1,100
17301690,1,1,100
12720159,1,1,100
28718905,1,1,100
10100370,1,0,0
15500298,1,0,0
10701066,1,0,0
22700368,1,1,100
17300810,1,1,100
28704332,1,1,100
29502245,1,1,100
32402270,1,1,100
3600632,1,1,100
19300121,1,1,100
45600742,1,0,0
28716216,1,0,0
15400109,1,0,0
25510543,1,0,0
26022760,1,1,100
24400411,1,1,100
12708033,1,1,100
22700185,1,1,100
12716022,1,1,100
7005976,1,1,100
15200806,1,1,100
25500458,1,0,0
18000357,1,1,100
25000188,1,1,100
2240081,1,1,100
48700013,1,0,0
10701158,1,1,100
7300549,1,1,100
28721464,1,1,100
45600948,1,1,100
12701376,1,1,100
22800023,1,1,100
26012468,1,0,0
4802471,1,1,100
12704920,1,1,100
26017874,1,1,100
11700438,1,0,0
22700068,1,1,100
3600263,1,1,100
7004508,1,1,100
12709948,1,1,100
2601936,1,1,100
1801537,1,1,100
12800018,1,1,100
26400643,1,1,100
12706806,1,1,100
12700691,1,1,100
21405674,1,0,0
26402832,1,0,0
16000796,1,0,0
9101383,1,0,0
1480676,1,1,100
23900029,1,0,0
21408014,1,1,100
26007602,1,0,0
21404074,1,0,0
45900024,1,1,100
13700006,1,1,100
14200041,1,1,100
12712781,1,1,100
2500141,1,1,100
13102106,1,0,0
12202691,1,0,0
32601058,1,0,0
2702389,1,0,0
32401981,1,0,0
13102620,1,1,100
26201952,1,1,100
19600035,1,0,0
8900076,1,1,100
26204391,1,1,100
7900889,1,0,0
28716517,1,1,100
19100009,1,1,100
21800290,1,0,0
26205208,1,1,100
3601530,1,1,100
28718578,1,1,100
3101042,1,1,100
17301796,1,1,100
9200670,1,1,100
12719005,1,1,100
8900967,1,0,0
12800045,1,1,100
3100599,1,1,100
25600018,1,1,100
37900149,1,1,100
4804518,1,1,100
6900723,1,1,100
28716432,1,1,100
1005218,1,1,100
22700800,1,1,100
12704657,1,1,100
26024161,1,0,0
26023244,1,1,100
26015376,1,0,0
22900268,1,0,0
26401603,1,1,100
23301214,1,1,100
18001514,1,1,100
17301701,1,1,100
40800010,1,1,100
2601910,1,1,100
1005180,1,1,100
1005168,1,1,100
26016675,1,1,100
12202635,1,1,100
2702347,1,1,100
1005110,1,1,100
26201661,1,1,100
12700948,1,1,100
28704107,1,1,100
5100335,1,1,100
